Accession	Virus	Strain	Author	Publication_Title	Journal	Database
EU482694	Dengue (denv2)	DENV_2/NI/BID_V582/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482772	Dengue (denv2)	DENV_2/NI/BID_V565/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482685	Dengue (denv2)	DENV_2/NI/BID_V572/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482773	Dengue (denv2)	DENV_2/NI/BID_V566/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ541786	Dengue (denv2)	DENV_2/NI/BID_V2596/2006	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
KF955389	Dengue (denv2)	DENV_2/NI/BID_V2682/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU482601	Dengue (denv2)	DENV_2/NI/BID_V663/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482690	Dengue (denv2)	DENV_2/NI/BID_V578/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF730052	Dengue (denv2)	DENV_2/NI/BID_V5073/2009	Henn et al	Direct Submission	Submitted (11-MAR-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF730051	Dengue (denv2)	DENV_2/NI/BID_V5072/2009	Henn et al	Direct Submission	Submitted (11-MAR-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ705625	Dengue (denv2)	DENV_2/NI/BID_V4915/2009	Henn et al	Direct Submission	Submitted (06-DEC-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596496	Dengue (denv2)	DENV_2/NI/BID_V1200/2007	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639833	Dengue (denv2)	DENV_2/NI/BID_V1237/2007	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744706	Dengue (denv2)	DENV_2/NI/BID_V2359/2007	Henn et al	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955390	Dengue (denv2)	DENV_2/NI/BID_V2921/1999	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
JX079688	Dengue (denv2)	DENV_2/NI/BID_V3152/2008	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
JX079689	Dengue (denv2)	DENV_2/NI/BID_V3226/2008	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
FJ810418	Dengue (denv2)	DENV_2/NI/BID_V2353/2008	Henn et al	Direct Submission	Submitted (09-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JX079693	Dengue (denv2)	DENV_2/NI/BID_V3268/2008	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
KF955392	Dengue (denv2)	DENV_2/NI/BID_V3001/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ913016	Dengue (denv2)	DENV_2/NI/BID_V1295/2007	?			Genbank
EU569702	Dengue (denv2)	DENV_2/NI/BID_V1228/2007	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547090	Dengue (denv2)	DENV_2/NI/BID_V1311/2007	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JX079691	Dengue (denv2)	DENV_2/NI/BID_V3251/2007	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
HQ634199	Dengue (denv2)	DENV_2/NI/BID_V3143/2007	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
FJ478459	Dengue (denv2)	DENV_2/NI/BID_V1214/2007	Henn et al	Direct Submission	Submitted (18-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850116	Dengue (denv2)	DENV_2/NI/BID_V1197/2007	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596497	Dengue (denv2)	DENV_2/NI/BID_V1202/2007	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482627	Dengue (denv2)	DENV_2/NI/BID_V1235/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU660404	Dengue (denv2)	DENV_2/NI/BID_V1196/2007	Henn et al	Direct Submission	Submitted (17-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199869	Dengue (denv2)	DENV_2/NI/BID_V3002/2007	?			Genbank
EU482622	Dengue (denv2)	DENV_2/NI/BID_V1198/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955369	Dengue (denv2)	DENV_2/NI/BID_V1226/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU569696	Dengue (denv2)	DENV_2/NI/BID_V1206/2007	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569694	Dengue (denv2)	DENV_2/NI/BID_V1199/2007	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199866	Dengue (denv2)	DENV_2/NI/BID_V2427/2007	?			Genbank
FJ744707	Dengue (denv2)	DENV_2/NI/BID_V2360/2007	Henn et al	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569692	Dengue (denv2)	DENV_2/NI/BID_V1192/2007	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482625	Dengue (denv2)	DENV_2/NI/BID_V1232/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596498	Dengue (denv2)	DENV_2/NI/BID_V1211/2007	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955366	Dengue (denv2)	DENV_2/NI/BID_V1218/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955391	Dengue (denv2)	DENV_2/NI/BID_V2928/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ199895	Dengue (denv2)	DENV_2/NI/BID_V2683/1999	?			Genbank
FJ850117	Dengue (denv2)	DENV_2/NI/BID_V2657/2000	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850065	Dengue (denv2)	DENV_2/NI/BID_V2664/2000	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955344	Dengue (denv2)	DENV_2/NI/BID_V2339/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ850119	Dengue (denv2)	DENV_2/NI/BID_V2662/2000	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199898	Dengue (denv2)	DENV_2/NI/BID_V3076/2001	?			Genbank
JN819416	Dengue (denv2)	DENV_2/NI/BID_V2661/2000	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955382	Dengue (denv2)	DENV_2/NI/BID_V2337/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ850121	Dengue (denv2)	DENV_2/NI/BID_V2674/2001	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199897	Dengue (denv2)	DENV_2/NI/BID_V2675/2002	?			Genbank
FJ898477	Dengue (denv2)	DENV_2/NI/BID_V2923/2000	?			Genbank
FJ850064	Dengue (denv2)	DENV_2/NI/BID_V2663/2000	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955379	Dengue (denv2)	DENV_2/NI/BID_V2334/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ850061	Dengue (denv2)	DENV_2/NI/BID_V2346/2000	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955352	Dengue (denv2)	DENV_2/NI/BID_V3078/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955354	Dengue (denv2)	DENV_2/NI/BID_V3080/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ744744	Dengue (denv2)	DENV_2/NI/BID_V2364/2000	Henn et al	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744745	Dengue (denv2)	DENV_2/NI/BID_V2362/2000	Henn et al	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955388	Dengue (denv2)	DENV_2/NI/BID_V2672/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ850120	Dengue (denv2)	DENV_2/NI/BID_V2673/2001	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955345	Dengue (denv2)	DENV_2/NI/BID_V2345/2000	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955383	Dengue (denv2)	DENV_2/NI/BID_V2338/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955378	Dengue (denv2)	DENV_2/NI/BID_V2333/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ744704	Dengue (denv2)	DENV_2/NI/BID_V2361/2001	Henn et al	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850063	Dengue (denv2)	DENV_2/NI/BID_V2660/2000	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744705	Dengue (denv2)	DENV_2/NI/BID_V2363/2000	Henn et al	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850062	Dengue (denv2)	DENV_2/NI/BID_V2659/2000	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850066	Dengue (denv2)	DENV_2/NI/BID_V2665/2000	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955381	Dengue (denv2)	DENV_2/NI/BID_V2336/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ850118	Dengue (denv2)	DENV_2/NI/BID_V2658/2000	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ906956	Dengue (denv2)	DENV_2/NI/BID_V543/2005	Henn et al	Direct Submission	Submitted (07-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482752	Dengue (denv2)	DENV_2/NI/BID_V520/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JX079694	Dengue (denv2)	DENV_2/NI/BID_V4637/2005	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
FJ898436	Dengue (denv2)	DENV_2/NI/BID_V627/2004	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850053	Dengue (denv2)	DENV_2/NI/BID_V2574/2005	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ906961	Dengue (denv2)	DENV_2/NI/BID_V2572/2005	?			Genbank
GQ199874	Dengue (denv2)	DENV_2/NI/BID_V668/2004	?			Genbank
EU482771	Dengue (denv2)	DENV_2/NI/BID_V557/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482763	Dengue (denv2)	DENV_2/NI/BID_V556/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482444	Dengue (denv2)	DENV_2/NI/BID_V563/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ226066	Dengue (denv2)	DENV_2/NI/BID_V528/2005	Henn et al	Direct Submission	Submitted (17-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955400	Dengue (denv2)	DENV_2/NI/BID_V4160/2005	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955361	Dengue (denv2)	DENV_2/NI/BID_V632/2005	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU482695	Dengue (denv2)	DENV_2/NI/BID_V743/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482602	Dengue (denv2)	DENV_2/NI/BID_V672/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482681	Dengue (denv2)	DENV_2/NI/BID_V549/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955377	Dengue (denv2)	DENV_2/NI/BID_V2332/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955376	Dengue (denv2)	DENV_2/NI/BID_V1760/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955375	Dengue (denv2)	DENV_2/NI/BID_V1759/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU482688	Dengue (denv2)	DENV_2/NI/BID_V575/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ541794	Dengue (denv2)	DENV_2/NI/BID_V4639/2005	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
HQ705624	Dengue (denv2)	DENV_2/NI/BID_V4914/2009	Henn et al	Direct Submission	Submitted (06-DEC-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ541788	Dengue (denv2)	DENV_2/NI/BID_V3149/2007	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
FJ410291	Dengue (denv2)	DENV_2/NI/BID_V1233/2007	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955367	Dengue (denv2)	DENV_2/NI/BID_V1220/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU482639	Dengue (denv2)	DENV_2/NI/BID_V673/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850067	Dengue (denv2)	DENV_2/NI/BID_V2331/2006	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482770	Dengue (denv2)	DENV_2/NI/BID_V527/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850115	Dengue (denv2)	DENV_2/NI/BID_V634/2005	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955362	Dengue (denv2)	DENV_2/NI/BID_V645/2005	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU596484	Dengue (denv2)	DENV_2/NI/BID_V660/2005	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482600	Dengue (denv2)	DENV_2/NI/BID_V623/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482636	Dengue (denv2)	DENV_2/NI/BID_V654/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482632	Dengue (denv2)	DENV_2/NI/BID_V620/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482597	Dengue (denv2)	DENV_2/NI/BID_V609/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
